City,Lat,Lng,Max Temp,Humidity,Wind Speed,Cloudiness,Country,Date
Hithadhoo,-0.6,73.08,83.21,79,16.31,87,MV,1596784611
Port Macquarie,-31.43,152.92,52.0,100,6.93,90,AU,1596784836
Yar-Sale,66.83,70.83,71.51,42,8.23,63,RU,1596784716
Newport,51.59,-3.0,63.0,98,2.24,0,GB,1596784707
Swan River,52.11,-101.27,64.22,71,4.9,57,CA,1596784836
Calderitas,18.55,-88.25,78.96,86,9.62,100,MX,1596784836
Butaritari,3.07,172.79,83.35,77,18.95,40,KI,1596784619
Xining,36.62,101.77,77.0,57,5.77,12,CN,1596784734
Mandan,46.83,-100.89,69.8,88,8.05,75,US,1596784837
Lüderitz,-26.65,15.16,66.2,12,26.4,0,NA,1596784838
Kismayo,-0.36,42.55,79.56,66,18.28,34,SO,1596784838
Tura,25.52,90.22,85.59,80,5.53,5,IN,1596784838
Carnarvon,-24.87,113.63,77.0,31,19.46,100,AU,1596784659
Kahului,20.89,-156.47,78.8,78,11.41,75,US,1596784653
Sahuaripa,29.05,-109.23,73.74,79,2.33,100,MX,1596784839
Waingapu,-9.66,120.26,81.37,60,12.82,0,ID,1596784839
Ponta do Sol,32.67,-17.1,68.0,72,1.19,20,PT,1596784633
Abapó,-18.83,-63.47,58.68,72,2.37,0,BO,1596784840
Provideniya,64.38,-173.3,51.8,71,6.71,0,RU,1596784619
Gayéri,12.65,0.49,72.73,93,7.87,100,BF,1596784840
Hilo,19.73,-155.09,78.8,83,4.7,90,US,1596784654
Narsaq,60.92,-46.05,44.6,93,3.36,100,GL,1596784668
Port Elizabeth,-33.92,25.57,55.4,66,5.82,40,ZA,1596784573
Oddur,4.12,43.89,79.39,48,21.34,100,SO,1596784841
Faanui,-16.48,-151.75,77.92,77,19.51,3,PF,1596784628
Lata,40.16,-8.33,64.99,99,1.01,2,PT,1596784842
Bluff,-46.6,168.33,45.0,90,8.99,100,NZ,1596784631
Puerto del Rosario,28.5,-13.86,73.4,73,16.11,75,ES,1596784842
Morro Bay,35.37,-120.85,57.99,96,0.96,5,US,1596784687
Longyearbyen,78.22,15.64,48.2,93,5.82,90,SJ,1596784632
Milton,34.13,-84.3,73.0,94,4.38,9,US,1596784843
Sabha,27.04,14.43,95.22,11,11.74,0,LY,1596784843
Kang,-23.68,22.79,46.54,51,10.31,0,BW,1596784843
Tasiilaq,65.61,-37.64,42.8,81,5.82,96,GL,1596784617
Lompoc,34.64,-120.46,55.4,93,8.05,93,US,1596784702
Saint-Augustin,51.23,-58.65,58.01,84,9.98,7,CA,1596784844
Hobart,-42.88,147.33,48.2,81,5.82,75,AU,1596784628
Kavaratti,10.57,72.64,84.2,74,9.17,40,IN,1596784646
Zhigansk,66.77,123.37,72.63,40,8.5,100,RU,1596784634
Olafsvik,64.89,-23.71,51.46,76,12.53,100,IS,1596784845
Disna,55.57,28.2,70.3,66,2.53,12,BY,1596784846
Nishihara,26.18,127.76,89.6,70,12.75,40,JP,1596784846
Olinda,-8.01,-34.86,77.0,73,14.99,40,BR,1596784846
Port Alfred,-33.59,26.89,56.59,69,13.56,34,ZA,1596784621
Rurrenabaque,-14.44,-67.53,71.2,66,1.99,85,BO,1596784847
Samarai,-10.62,150.67,80.76,83,12.03,70,PG,1596784740
Krasnosel'kup,65.7,82.47,75.27,41,10.42,0,RU,1596784732
Dingle,11.0,122.67,81.52,85,9.04,100,PH,1596784700
Saint George,37.1,-113.58,80.6,10,3.27,1,US,1596784770
Tautira,-17.73,-149.15,78.8,57,9.17,20,PF,1596784848
Arraial do Cabo,-22.97,-42.03,68.31,73,17.0,0,BR,1596784402
Busdi,8.28,125.25,73.17,88,2.75,100,PH,1596784849
Castro,-24.79,-50.01,49.69,85,2.13,0,BR,1596784641
Bredasdorp,-34.53,20.04,50.0,87,4.7,0,ZA,1596784561
Alofi,-19.06,-169.92,69.8,94,6.93,95,NU,1596784680
Yellowknife,62.46,-114.35,64.0,77,6.93,40,CA,1596784370
Chicama,-7.84,-79.15,58.05,83,2.64,43,PE,1596784850
Haines Junction,60.75,-137.51,43.52,77,5.21,61,CA,1596784681
Hobyo,5.35,48.53,81.73,62,28.86,29,SO,1596784672
Neya,58.3,43.87,68.81,60,8.77,36,RU,1596784851
Harper,4.38,-7.72,74.26,75,7.25,100,LR,1596784851
Otane,-39.88,176.63,46.0,88,1.07,100,NZ,1596784852
Bubaque,11.28,-15.83,79.11,83,12.97,100,GW,1596784852
Labuhan,-6.88,112.21,83.34,66,8.77,62,ID,1596784716
Saldanha,-33.01,17.94,44.6,70,3.36,0,ZA,1596784853
Il’inskiy,55.62,38.12,75.2,44,8.95,3,RU,1596784853
Mareeba,-17.0,145.43,80.01,83,4.7,75,AU,1596784625
Kozel'sk,54.04,35.77,71.6,56,6.71,11,RU,1596784854
Palmer,42.16,-72.33,64.99,82,3.36,1,US,1596784854
Vila Velha,-20.33,-40.29,66.2,93,4.7,40,BR,1596784854
Timóteo,-19.58,-42.64,55.31,89,1.66,0,BR,1596784854
Te Anau,-45.42,167.72,42.91,90,4.54,100,NZ,1596784645
Broome,42.25,-75.83,62.01,93,5.82,90,US,1596784478
Banda Aceh,5.56,95.32,88.75,58,14.43,57,ID,1596784742
Sarangani,5.4,125.46,83.26,71,9.06,100,PH,1596784855
Port Hedland,-20.32,118.57,75.2,44,14.99,0,AU,1596784856
La Rioja,42.25,-2.5,75.2,60,5.82,0,ES,1596784856
Biryusinsk,55.96,97.82,60.1,94,8.93,100,RU,1596784856
Ukiah,39.15,-123.21,66.2,63,3.2,1,US,1596784788
Saint-Pierre,-21.34,55.48,75.2,53,11.41,97,RE,1596784857
Sørland,67.67,12.69,55.4,93,5.53,90,NO,1596784637
Fortuna,40.6,-124.16,57.0,91,3.51,31,US,1596784757
Poya,-21.35,165.15,68.95,73,6.76,97,NC,1596784857
Alexandria,31.22,29.96,84.2,74,6.93,0,EG,1596784858
Kyren,51.68,102.14,66.06,68,3.62,100,RU,1596784858
Port Blair,11.67,92.75,84.74,76,12.91,100,IN,1596784746
Muros,42.78,-9.06,66.99,88,5.82,90,ES,1596784728
Husavik,66.04,-17.34,51.8,87,11.41,90,IS,1596784859
Departamento de Maldonado,-34.67,-54.92,46.99,93,4.7,90,UY,1596784859
Cidreira,-30.18,-50.21,59.34,74,2.89,0,BR,1596784686
Avarua,-21.21,-159.78,75.2,94,6.93,60,CK,1596784643
Hong Kong,22.29,114.16,91.0,55,5.01,49,HK,1596784573
Saint Paul Harbor,57.79,-152.41,51.8,87,4.7,90,US,1596784860
Ponta Delgada,37.73,-25.67,62.6,88,3.36,20,PT,1596784765
Jega,12.22,4.38,73.67,89,10.83,100,NG,1596784861
Carlsbad,33.16,-117.35,64.4,93,1.59,1,US,1596784751
Poum,-20.23,164.02,71.87,70,8.99,100,NC,1596784639
Port Lincoln,-34.73,135.87,53.35,67,19.66,100,AU,1596784690
Merrill,45.18,-89.68,60.01,100,5.03,1,US,1596784862
Nynäshamn,58.9,17.95,70.0,58,8.08,71,SE,1596784702
Niğde,37.83,34.75,78.31,18,11.25,0,TR,1596784862
Kidal,18.44,1.41,90.72,44,20.92,19,ML,1596784863
Hvolsvollur,63.75,-20.22,50.0,93,14.99,75,IS,1596784863
Mount Isa,-20.73,139.5,75.2,19,10.29,0,AU,1596784708
Codrington,-38.27,141.97,50.7,77,15.52,100,AU,1596784702
Ca Mau,9.18,105.15,84.94,75,11.27,100,VN,1596784686
Pangnirtung,66.15,-65.71,41.88,79,2.91,84,CA,1596784865
Bonito,-21.12,-56.48,61.16,40,0.74,0,BR,1596784865
Ternate,0.8,127.4,82.38,78,9.95,52,ID,1596784866
Neepawa,50.23,-99.47,60.8,93,5.82,5,CA,1596784866
Tabuk,17.42,121.44,88.12,62,4.45,100,PH,1596784732
Haverfordwest,51.8,-4.97,64.4,93,12.75,95,GB,1596784867
Ketchikan,55.34,-131.65,57.2,100,4.7,90,US,1596784786
Goderich,43.75,-81.72,59.0,84,6.87,0,CA,1596784704
Roswell,34.02,-84.36,75.0,88,3.36,20,US,1596784775
La Romana,18.43,-68.97,77.0,88,4.7,20,DO,1596784868
Esperance,-33.87,121.9,55.4,71,11.41,75,AU,1596784727
Tiksi,71.69,128.87,54.27,74,1.34,100,RU,1596784707
Freeport,40.66,-73.58,72.0,73,8.12,1,US,1596784868
Saran,47.95,1.88,71.01,56,4.7,0,FR,1596784869
Mayo,38.89,-76.51,75.0,100,3.36,75,US,1596784657
Kiryat Gat,31.61,34.76,82.0,56,1.99,0,IL,1596784804
Lebu,-37.62,-73.65,44.96,76,15.14,1,CL,1596784620
Santa Rosa,14.31,121.11,80.6,78,12.75,100,PH,1596784611
Karachi,24.91,67.08,93.2,63,17.22,75,PK,1596784643
Lahore,31.55,74.34,91.4,63,14.99,40,PK,1596784665
Honningsvåg,70.98,25.97,53.6,93,10.29,75,NO,1596784647
Hervey Bay,-25.3,152.85,64.0,92,14.0,100,AU,1596784871
Port-Gentil,-0.72,8.78,77.0,83,6.17,40,GA,1596784871
Iqaluit,63.75,-68.51,42.8,93,2.24,75,CA,1596784698
Zarichne,51.81,26.13,72.25,73,8.7,81,UA,1596784872
Butka,56.72,63.79,80.67,47,5.97,0,RU,1596784872
Debre Tabor,11.85,38.02,55.54,96,5.26,75,ET,1596784872
Liepāja,56.54,21.04,71.6,60,4.7,0,LV,1596784872
Umeå,63.83,20.26,68.0,77,10.29,0,SE,1596784873
Nanortalik,60.14,-45.24,46.56,77,11.59,100,GL,1596784873
Souillac,-20.52,57.52,69.8,73,5.82,75,MU,1596784388
Oktyabr'skoye,43.06,44.74,80.6,44,4.47,0,RU,1596784678
Kushmurun,52.45,64.63,85.78,26,20.18,98,KZ,1596784874
George,-33.96,22.46,53.6,62,2.24,0,ZA,1596784874
Puerto Ayora,-0.74,-90.35,64.99,97,1.99,75,EC,1596784655
Fenoarivo Atsinanana,-17.37,49.42,71.6,73,9.17,75,MG,1596784875
Khatanga,71.97,102.5,66.76,52,12.57,100,RU,1596784709
Santa Maria,-29.68,-53.81,58.93,88,3.8,0,BR,1596784875
Bahía Honda,22.9,-83.16,78.46,83,5.75,95,CU,1596784875
Amursk,50.23,136.9,54.55,88,12.46,100,RU,1596784876
Iāwar,23.0,76.5,82.98,79,15.12,70,IN,1596784876
Kaitangata,-46.28,169.85,46.0,78,1.99,100,NZ,1596784876
Roebourne,-20.78,117.13,73.18,39,15.08,1,AU,1596784876
Denpasar,-8.65,115.22,80.6,78,16.11,40,ID,1596784790
Portland,45.52,-122.68,60.01,77,5.06,18,US,1596784470
Verkhnyaya Inta,65.98,60.31,64.54,66,6.98,100,RU,1596784877
Pļaviņas,56.62,25.73,71.44,57,3.27,26,LV,1596784877
Nacala,-14.54,40.67,77.83,58,8.5,92,MZ,1596784878
Kindu,-2.95,25.95,82.35,59,4.29,0,CD,1596784878
Willowmore,-33.29,23.49,43.11,67,1.97,0,ZA,1596784878
Merauke,-8.47,140.33,80.28,80,11.32,0,ID,1596784878
Pleasant Point,-44.27,171.13,48.99,80,2.26,90,NZ,1596784879
Kalmunai,7.42,81.82,88.75,53,13.8,98,LK,1596784879
Sitka,57.05,-135.33,57.2,71,8.05,90,US,1596784652
Hoopstad,-27.83,25.91,46.58,63,11.59,0,ZA,1596784879
Chokurdakh,70.63,147.92,54.07,69,9.91,100,RU,1596784636
Marsabit,2.33,37.99,68.31,66,8.43,98,KE,1596784880
Del Rio,29.36,-100.9,87.8,55,10.29,1,US,1596784880
Valparaíso,-33.04,-71.63,51.01,87,5.82,40,CL,1596784880
Katsuura,35.13,140.3,90.0,72,4.0,0,JP,1596784772
Ürümqi,43.8,87.6,96.8,20,6.71,0,CN,1596784881
Key Largo,25.09,-80.45,84.0,1,4.0,0,US,1596784881
Dehlorān,32.69,47.27,106.86,11,1.99,0,IR,1596784881
Benghazi,32.12,20.07,81.88,63,10.56,50,LY,1596784882
Carutapera,-1.2,-46.02,75.09,89,5.61,0,BR,1596784796
Novikovo,51.15,37.89,77.25,57,9.51,0,RU,1596784882
Ancud,-41.87,-73.82,46.99,100,2.24,90,CL,1596784882
Zyryanovsk,49.74,84.27,80.98,30,4.7,0,KZ,1596784883
Isiro,2.77,27.62,74.5,80,3.18,4,CD,1596784883
Lavrentiya,65.58,-171.0,44.04,69,8.25,18,RU,1596784747
Saint-Leu,-21.15,55.28,75.2,53,11.41,82,RE,1596784883
Bethel,41.37,-73.41,66.2,93,3.8,1,US,1596784499
Guerrero Negro,27.98,-114.06,67.42,77,13.82,0,MX,1596784885
Kachug,53.96,105.88,61.95,75,10.69,100,RU,1596784885
Hasaki,35.73,140.83,91.0,62,10.29,75,JP,1596784664
São Filipe,14.9,-24.5,78.39,87,7.58,63,CV,1596784740
Shimoda,34.67,138.95,86.0,79,21.92,75,JP,1596784663
Lichinga,-13.31,35.24,62.6,72,11.41,40,MZ,1596784886
Bathsheba,13.22,-59.52,82.4,83,21.92,75,BB,1596784886
Leningradskiy,69.38,178.42,42.91,79,9.98,100,RU,1596784641
Tūkrah,32.53,20.58,82.2,59,7.52,8,LY,1596784887
Juneau,58.3,-134.42,55.99,87,17.22,90,US,1596784656
Sault Ste. Marie,46.52,-84.33,62.6,88,1.59,40,CA,1596784807
Severo-Kuril'sk,50.68,156.12,53.65,84,2.33,100,RU,1596784688
Noumea,-22.28,166.46,73.0,77,4.7,40,NC,1596784618
Port Augusta,-32.5,137.77,48.2,81,10.29,90,AU,1596784888
Upernavik,72.79,-56.15,38.08,93,10.25,100,GL,1596784640
Saint-Ambroise,48.55,-71.33,53.6,100,1.57,5,CA,1596784888
Yambio,4.57,28.4,75.33,88,0.87,100,SS,1596784889
Barrow,71.29,-156.79,39.2,86,9.17,90,US,1596784633
Mbala,-8.84,31.37,71.1,42,8.81,0,ZM,1596784889
Kruisfontein,-34.0,24.73,54.0,69,6.96,0,ZA,1596784630
Tiarei,-17.53,-149.33,78.8,57,9.17,20,PF,1596784890
Grand Gaube,-20.01,57.66,73.0,60,8.99,2,MU,1596784655
Dharmadam,11.78,75.43,77.0,100,6.93,90,IN,1596784890
Verkh-Suetka,53.3,80.05,81.73,43,7.54,15,RU,1596784891
Bernburg,51.8,11.73,75.0,60,9.17,0,DE,1596784743
Srednekolymsk,67.45,153.68,60.51,47,5.57,100,RU,1596784891
Ljungby,56.83,13.94,71.6,77,5.19,95,SE,1596784891
Meulaboh,4.14,96.13,86.86,64,7.61,27,ID,1596784892
Ipswich,52.06,1.16,71.01,82,2.24,0,GB,1596784892
Wagga Wagga,-35.12,147.37,48.2,93,21.92,90,AU,1596784892
Nouakchott,18.09,-15.98,75.2,83,10.29,40,MR,1596784642
Paracuru,-3.41,-39.03,73.0,77,5.01,0,BR,1596784749
Sept-Îles,50.2,-66.38,66.0,68,8.05,20,CA,1596784771
Poço Verde,-10.71,-38.18,62.17,93,5.3,8,BR,1596784893
Kangasala,61.46,24.08,68.0,77,4.7,20,FI,1596784893
Marawi,8.0,124.29,78.01,89,18.99,98,PH,1596784768
Sungai Penuh,-2.08,101.38,83.05,44,7.27,8,ID,1596784696
Monrovia,6.3,-10.8,75.2,88,6.22,75,LR,1596784894
Parry Sound,45.35,-80.03,63.0,90,2.82,37,CA,1596784895
Cockburn Town,21.46,-71.14,82.13,79,14.83,85,TC,1596784895
Lithakia,37.72,20.83,78.8,65,4.7,40,GR,1596784895
Qandala,11.47,49.87,93.99,44,3.04,16,SO,1596784895
Władysławowo,54.79,18.4,73.4,53,4.7,0,PL,1596784896
Nekhayevskiy,50.41,41.76,77.7,64,13.62,0,RU,1596784896
Aklavik,68.22,-135.01,60.8,72,3.36,40,CA,1596784735
Borehamwood,51.65,-0.28,72.0,82,1.12,0,GB,1596784896
Caohai,26.87,104.28,73.04,71,8.25,99,CN,1596784897
Talara,-4.58,-81.27,62.53,78,12.37,34,PE,1596784735
Tuatapere,-46.13,167.68,44.01,90,10.0,100,NZ,1596784897
Tuktoyaktuk,69.45,-133.04,53.6,93,10.29,75,CA,1596784627
Lázaro Cárdenas,17.96,-102.2,79.7,87,2.82,100,MX,1596784898
Dovolnoye,54.5,79.67,77.7,54,7.31,86,RU,1596784898
São José da Coroa Grande,-8.9,-35.15,73.33,79,13.51,1,BR,1596784783
Abhā,18.22,42.51,73.4,64,6.93,100,SA,1596784898
Sobolevo,54.43,31.9,68.67,74,6.42,0,RU,1596784702
Waterloo,43.47,-80.52,59.0,93,5.1,1,CA,1596784899
Bulawayo,-20.15,28.58,61.66,50,16.98,0,ZW,1596784899
Great Falls,47.5,-111.3,64.99,55,6.93,1,US,1596784475
Bonavista,48.65,-53.11,62.01,84,8.01,0,CA,1596784900
Torbay,47.67,-52.73,63.0,93,10.29,40,CA,1596784674
Isangel,-19.55,169.27,75.2,69,11.56,75,VU,1596784641
Mahanje,-9.93,35.33,72.95,44,5.82,0,TZ,1596784901
The Valley,18.22,-63.06,82.4,74,9.17,75,AI,1596784667
Pandan,14.05,124.17,84.2,74,12.15,100,PH,1596784681
Koslan,63.46,48.9,67.82,53,9.13,6,RU,1596784902
Kysyl-Syr,63.9,122.76,81.52,27,4.27,1,RU,1596784902
Mildura,-34.2,142.15,48.2,100,4.7,90,AU,1596784902
‘Ewa Beach,21.32,-158.01,80.6,78,4.7,75,US,1596784689
Teya,60.38,92.63,79.84,39,5.82,10,RU,1596784903
Turukhansk,65.82,87.98,72.52,45,8.72,95,RU,1596784903
Apen,53.22,7.8,72.0,64,3.36,46,DE,1596784903
Puerto Escondido,15.85,-97.07,79.09,83,6.67,100,MX,1596784904
Riyadh,24.69,46.72,102.2,10,18.34,42,SA,1596784551
Anadyr,64.75,177.48,51.8,87,6.71,75,RU,1596784645
Antibes,43.56,7.13,80.6,42,6.93,0,FR,1596784745
Granada,37.19,-3.61,75.2,47,3.36,39,ES,1596784904
Morón,-34.65,-58.62,53.01,89,5.01,100,AR,1596784905
São Raimundo Nonato,-9.02,-42.7,63.82,79,5.88,0,BR,1596784905
Vezirköprü,41.14,35.45,75.2,47,3.36,0,TR,1596784905
Syke,52.9,8.83,73.4,49,3.36,0,DE,1596784905
Shizunai-furukawachō,42.33,142.37,69.66,82,26.75,99,JP,1596784810
Storforshei,66.4,14.52,59.0,87,3.36,40,NO,1596784906
Makhinjauri,41.67,41.69,78.8,78,4.7,20,GE,1596784906
Hualmay,-11.1,-77.61,57.9,85,4.9,52,PE,1596784906
Shingū,33.73,135.98,84.2,83,6.93,75,JP,1596784651
Romny,50.75,33.47,77.61,58,8.55,0,UA,1596784907
Piteå,65.32,21.48,64.4,82,3.36,75,SE,1596784907
Touros,-5.2,-35.46,69.8,94,4.7,75,BR,1596784701
Khātegaon,22.6,76.92,84.24,76,12.59,75,IN,1596784908
Geraldton,-28.77,114.6,66.2,55,10.29,100,AU,1596784755
Coquimbo,-29.95,-71.34,48.2,93,2.24,23,CL,1596784646
Norman Wells,65.28,-126.83,60.8,82,9.17,75,CA,1596784681
Cooma,-36.23,149.13,41.0,100,9.17,90,AU,1596784892
Mossamedes,-15.2,12.15,64.44,81,4.56,50,AO,1596784785
Moba,33.23,105.02,81.25,46,9.73,100,CN,1596784909
Arrecife,28.96,-13.55,73.4,73,13.87,75,ES,1596784909
Ozinki,51.18,49.68,84.09,48,14.16,0,RU,1596784909
Bestöbe,52.5,73.1,85.89,31,3.96,0,KZ,1596784910
Kununurra,-15.77,128.73,84.2,15,8.05,0,AU,1596784910
Fort Nelson,58.81,-122.7,59.0,93,3.36,90,CA,1596784910
Vanavara,60.34,102.28,79.38,35,10.4,25,RU,1596784910
Ilanskiy,56.24,96.06,61.34,96,5.5,100,RU,1596784911
Vincennes,48.85,2.43,75.99,50,4.7,0,FR,1596784911
Chernyshevskiy,63.01,112.47,78.12,32,7.11,2,RU,1596784669
Neiafu,-18.65,-173.98,73.4,78,5.82,20,TO,1596784911
Pimentel,-6.84,-79.93,58.39,91,6.46,95,PE,1596784912
Zhezkazgan,47.8,67.71,82.4,32,8.95,90,KZ,1596784755
Buraidah,26.33,43.98,93.2,18,23.04,0,SA,1596784912
Cayenne,4.93,-52.33,73.4,100,6.69,28,GF,1596784912
Chingola,-12.53,27.88,70.5,39,9.37,5,ZM,1596784913
Guadalupe y Calvo,26.1,-106.97,57.94,86,3.36,100,MX,1596784867
Yablonovo,50.85,37.36,80.6,47,8.95,0,RU,1596784913
Rome,43.21,-75.46,57.99,93,4.0,1,US,1596784372
West Odessa,31.84,-102.5,82.4,42,14.99,1,US,1596784914
Trincomalee,8.57,81.23,90.55,55,18.81,98,LK,1596784914
Abū Zabad,12.35,29.25,80.1,68,12.71,0,SD,1596784914
Mugumu,-1.85,34.7,82.33,35,0.29,0,TZ,1596784915
Tarko-Sale,64.92,77.78,78.01,46,12.57,5,RU,1596784915
Ilulissat,69.22,-51.1,39.2,80,11.41,60,GL,1596784665
Yarmouth,41.71,-70.23,69.01,82,1.21,1,US,1596784915
Manggar,-2.88,108.27,84.49,72,10.74,2,ID,1596784916
Taman',45.21,36.72,93.2,30,13.42,0,RU,1596784916
Avera,33.19,-82.53,71.6,91,4.7,1,US,1596784788
Tual,-5.67,132.75,78.46,84,10.65,95,ID,1596784916
Yanam,16.73,82.22,87.8,70,13.87,75,IN,1596784917
Alta Floresta,-9.88,-56.09,65.95,52,4.88,6,BR,1596784783
Dawlatabad,36.41,64.91,96.13,12,9.37,0,AF,1596784707
Padang,-0.95,100.35,86.88,60,5.44,40,ID,1596784918
Fare,-16.7,-151.02,78.66,75,17.54,25,PF,1596784918
Qaqortoq,60.72,-46.03,44.6,93,3.36,100,GL,1596784918
Vyazemskiy,47.54,134.75,54.43,97,6.85,100,RU,1596784918
Kloulklubed,7.04,134.26,86.0,70,9.17,75,PW,1596784673
Margate,51.38,1.39,73.0,76,1.99,0,GB,1596784654
Campos do Jordão,-22.74,-45.59,50.0,83,3.09,0,BR,1596784748
Kilindoni,-7.91,39.67,77.22,73,12.93,82,TZ,1596784919
Maryborough,-25.53,152.7,64.0,92,14.0,100,AU,1596784920
Yangi Marg`ilon,40.43,71.72,93.2,24,4.7,0,UZ,1596784659
Tessalit,20.2,1.01,94.03,28,10.18,89,ML,1596784920
Nisporeni,47.08,28.18,84.2,44,4.7,0,MD,1596784921
Hwange,-18.37,26.5,69.62,24,5.68,0,ZW,1596784921
Tabat,-2.63,115.23,92.43,49,2.68,76,ID,1596784921
Kudahuvadhoo,2.67,72.89,84.06,75,12.39,100,MV,1596784922
